S.No,actual,pred,alive,plod,name,title,male,culture,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive
1474,1,0,0.187,0.813,Bloodbeard,,0,,Company of the Cat,,0,0,0,0,1,,,,,0,0,0,0,0,0.09030100334,1
1475,1,0,0.289,0.711,Bran Stark,Prince of Winterfell,1,Northmen,House Stark,,1,1,1,1,1,,,,,0,1,7,1,1,1,1
1476,1,0,0.062,0.938,Bronn,Ser,1,,House Stokeworth,Lollys Stokeworth,1,1,1,1,1,,,,1,1,1,0,0,1,0.4715719064,1
1477,0,0,0.167,0.833,Bryce Caron,Nightsong,1,,House Caron,,1,1,0,0,1,,,,,0,1,0,0,0,0.06688963211,0
1478,1,1,0.923,0.077,Butterbumps,,1,Andal,House Tyrell,,0,1,1,1,1,,,,,0,0,0,0,0,0.03678929766,1
1479,0,0,0.423,0.577,Cassana Estermont,,1,,House Estermont,Steffon Baratheon,0,1,1,0,1,,,,0,1,0,0,0,0,0.1036789298,0
1480,0,0,0.085,0.915,Chett,,1,,Night's Watch,,1,1,1,0,0,,,,,0,0,0,0,0,0.1973244147,0
1481,1,1,0.687,0.313,Clayton Suggs,Ser,1,,House Suggs,,0,0,0,1,1,,,,,0,1,0,0,0,0.04347826087,1
1482,1,1,0.834,0.166,Cersei Lannister,Light of the West,0,Andal,House Lannister,Robert Baratheon,1,1,1,1,1,,,,1,1,1,9,1,1,1,1
1483,0,0,0.187,0.813,Chiswyck,,0,,House Clegane,,0,1,1,0,0,,,,,0,0,0,0,0,0.0635451505,0
1484,0,1,0.784,0.216,Cleon,King of Astapor,1,Astapori,,,0,0,1,1,1,,,,,0,1,0,0,0,0.1036789298,0
1485,0,0,0.096,0.904,Cohollo,Bloodrider,1,Dothraki,Khal,,1,0,0,0,0,,,,,0,0,0,0,0,0.03344481605,0
1486,0,0,0.339,0.661,Cortnay Penrose,Ser,1,,House Penrose,,0,1,1,0,0,,,,,0,1,0,0,0,0.1605351171,0
1487,1,1,0.947,0.053,Cotter Pyke,Eastwatch-by-the-Sea,1,Ironborn,Night's Watch,,1,1,1,1,1,,,,,0,1,0,0,0,0.1505016722,1
1488,0,1,0.504,0.496,Cragorn,,1,,House Greyjoy,,0,0,0,1,1,,,,,0,0,0,0,0,0.02341137124,0
1489,1,1,0.752,0.248,Crawn,,1,Vale mountain clans,Moon Brothers,,0,1,0,0,0,,,,,0,0,0,0,0,0.01672240803,1
1490,1,1,0.796,0.204,Creighton Longbough,Ser,1,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.04682274247,1
1491,0,1,0.747,0.253,Cressen,Maester,1,,,,0,1,1,1,0,,,,,0,1,0,0,0,0.1839464883,0
1492,1,0,0.105,0.895,Daario Naharis,,1,Tyroshi,Stormcrows,,0,0,1,1,1,,,,,0,0,0,0,0,0.220735786,1
1493,1,1,0.834,0.166,Dagmer,Foamdrinker,1,Ironborn,House Greyjoy,,0,1,0,1,1,,,,,0,1,0,0,0,0.1204013378,1
1494,1,1,0.76,0.24,Dagos Manwoody,Lord of Kingsgrave,1,,House Manwoody,,0,0,1,1,1,,,,,0,1,0,0,0,0.03344481605,1
1495,1,1,0.887,0.113,Danelle Lothston,Harrenhal,0,,House Lothston,,0,0,0,1,0,,,,,0,1,0,0,0,0.01672240803,1
1496,0,1,0.737,0.263,Dalla,,0,Free Folk,,,0,0,1,1,1,,,,,0,0,0,0,0,0.08695652174,0
1497,1,0,0.178,0.822,Doran Martell,Prince of Dorne,1,Dornish,House Nymeros Martell,Mellario of Norvos,1,1,1,1,1,,,,1,1,1,6,1,1,0.4983277592,1
1498,1,1,0.985,0.015,Ebrose,Archmaester,1,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.01672240803,1
1499,1,1,0.676,0.324,Eddison Tollett,,1,Valemen,House Tollett,,0,1,1,1,1,,,,,0,0,0,0,0,0.1003344482,1
1500,1,1,0.621,0.379,Edric Dayne,Lord of Starfall,1,Dornishmen,House Dayne,,1,1,1,1,0,,,,,0,1,0,0,0,0.08361204013,1
1501,1,1,0.749,0.251,Edwyn Frey,,1,Rivermen,House Frey,Janyce Hunter,0,1,1,1,0,,,,1,1,0,0,0,0,0.1471571906,1
1502,1,1,0.748,0.252,Eldon Estermont,Ser,1,Stormlands,House Estermont,Sylva Santagar,0,1,1,1,1,,,,1,1,1,0,0,0,0.0602006689,1
1503,1,0,0.439,0.561,Ellaria Sand,,0,Dornish,House Uller,Oberyn Martell,0,0,1,1,1,,,,0,1,0,2,1,0,0.1605351171,1
1504,0,0,0.166,0.834,Ethan Glover,,1,Northmen,House Glover,,1,1,0,0,0,,,,,0,0,0,0,0,0.03344481605,0
1505,1,1,0.925,0.075,Emmon Frey,Riverrun,1,Rivermen,House Frey of Riverrun,Genna Lannister,1,1,1,1,1,,,,1,1,1,0,0,0,0.2307692308,1
1506,1,1,0.694,0.306,Galbart Glover,Master of Deepwood Motte,1,Northmen,House Glover,,1,1,1,1,1,,,,,0,1,0,0,0,0.1204013378,1
1507,0,0,0.061,0.939,Gerold Hightower,Ser,1,,House Hightower,,1,1,1,0,0,,,,,0,1,0,0,1,0.4147157191,0
1508,1,1,0.758,0.242,Ghost of High Heart,,0,,,,0,0,1,1,1,,,,,0,0,0,0,0,0.08695652174,1
1509,1,0,0.136,0.864,Gerris Drinkwater,Ser,1,Dornish,House Drinkwater,,0,0,0,0,1,,,,,0,1,0,0,0,0.1571906355,1
1510,1,0,0.08,0.92,Gilly,,0,Free Folk,,Craster,0,1,1,1,1,,,,0,1,0,1,1,0,0.2876254181,1
1511,1,1,0.913,0.087,Greydon Goodbrother,,1,Ironborn,House Goodbrother,,0,0,0,1,0,,,,,0,0,0,0,0,0.04682274247,1
1512,1,1,0.842,0.158,Harmen Uller,Lord of Hellholt,1,,House Uller,,0,0,1,1,1,,,,,0,1,0,0,0,0.04347826087,1
1513,0,0,0.123,0.877,Gyles Rosby,Master of Coin,1,,House Rosby,,1,1,1,1,1,,,,,0,1,0,0,1,0.364548495,0
1514,0,1,0.781,0.219,Harren Hoare,,1,Ironborn,,,0,0,0,0,0,,1,,,0,0,0,0,0,0.2040133779,0
1515,1,1,0.964,0.036,Harras Harlaw,Ser,1,Ironborn,House Harlaw of Grey Garden,,0,0,0,1,1,,,,,0,1,0,0,0,0.1070234114,1
1516,1,0,0.491,0.509,Harrold Hardyng,Ser,1,Valemen,House Hardyng,,0,0,0,1,1,,,,,0,1,0,0,0,0.1204013378,1
1517,0,0,0.066,0.934,Helaena Targaryen,Queen,0,Valyrian,House Targaryen,Aegon II,0,0,0,0,0,,,,1,1,1,0,0,0,0.27090301,0
1518,1,0,0.485,0.515,Hodor,,1,Northmen,House Stark,,1,1,1,1,1,,,,,0,0,0,0,0,0.2441471572,1
1519,1,0,0.428,0.572,Harrion Karstark,Karhold,1,Northmen,House Karstark,,1,1,1,1,1,,,,,0,1,2,1,0,0.09698996656,1
1520,0,0,0.014,0.986,Iggo,,1,Dothraki,Brave Companions,,0,0,1,0,0,,,,,0,0,0,0,0,0.01672240803,0
1521,1,1,0.703,0.297,Hother Umber,Castellan,1,Northmen,House Umber,,0,1,1,1,1,,,,,0,1,0,0,0,0.143812709,1
1522,1,1,0.612,0.388,Jalabhar Xho,Red Flower Vale,1,Summer Islands,Summer Islands,,1,1,1,1,1,,,,,0,1,0,0,0,0.07357859532,1
1523,0,0,0.453,0.547,Janos Slynt,Lord of Harrenhal,1,,Night's Watch,,1,1,1,1,1,,,,,0,1,0,0,1,0.5618729097,0
1524,0,1,0.654,0.346,Jared Frey,Ser,1,Rivermen,House Frey,Alys Frey,1,1,1,1,1,,,,1,1,1,0,0,0,0.1471571906,0
1525,0,0,0.089,0.911,Jasper Wylde,Rain House,1,,House Wylde,,0,0,0,0,0,,,,,0,1,0,0,0,0.2508361204,0
1526,1,1,0.704,0.296,Jhaqo,KhalKo (formerly),0,Dothraki,,,1,1,1,1,1,,,,,0,1,0,0,0,0.06688963211,1
1527,0,0,0.015,0.985,Jeyne Lothston,,0,,House Lothston,,0,0,0,0,0,,,,,0,0,0,0,0,0.02341137124,0
1528,1,1,0.696,0.304,Jhiqui,,0,Dothraki,House Targaryen,,1,1,1,1,1,,,,,0,0,0,0,0,0.143812709,1
1529,1,1,0.835,0.165,Jon Bulwer,Blackcrown,1,Andal,House Bulwer,Victaria Tyrell,0,0,1,1,0,,,,1,1,1,0,0,0,0.1371237458,1
1530,0,0,0.024,0.976,Jory Cassel,Captain of the guard,1,Northmen,House Cassel,,1,1,1,0,1,,,,,0,1,1,1,0,0.1705685619,0
1531,1,0,0.286,0.714,Jorah Mormont,Ser,1,Northmen,House Mormont,Glover,1,1,1,1,1,,,,1,1,1,1,1,1,0.7224080268,1
1532,1,0,0.497,0.503,Karyl Vance,Ser,1,,House Vance of Wayfarer's Rest,,1,1,1,1,1,,,,,0,1,0,0,0,0.1170568562,1
1533,0,1,0.783,0.217,Khrazz,,1,Ghiscari,House of Loraq,,0,0,0,0,1,,,,,0,0,0,0,0,0.07692307692,0
1534,0,1,0.959,0.041,Kurleket,,1,,House Bracken,,1,0,0,0,0,,,,,0,0,0,0,0,0.01003344482,0
1535,1,0,0.139,0.861,Lann the Clever,,1,,House Lannister,,1,0,0,0,0,,,,,0,0,0,0,0,0.0602006689,1
1536,1,0,0.172,0.828,Kyle Condon,Ser,1,,House Condon,,0,0,1,0,0,,,,,0,1,0,0,0,0.04013377926,1
1537,1,0,0.018,0.982,Lancel Lannister,Ser,1,Andal,House Lannister of Casterly Rock,Amerei Frey,1,1,1,1,1,,,,1,1,1,5,1,1,0.4782608696,1
1538,1,1,0.987,0.013,Likely Luke,,0,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,0,0,0,0.01337792642,1
1539,0,0,0.145,0.855,Lucas Inchfield,Ser,1,,House Inchfield,,0,0,0,0,0,,,,,0,1,0,0,0,0.05351170569,0
1540,1,0,0.042,0.958,Lollys Stokeworth,Stokeworth,0,,House Stokeworth,Bronn,0,1,1,1,1,,,,1,1,1,2,1,0,0.127090301,1
1541,0,0,0.04,0.96,Lyanna Stark,,1,Northmen,House Stark,,1,1,1,0,1,,,,,0,0,5,1,1,0.3545150502,0
1542,1,0,0.43,0.57,Lyle Crakehall,Ser,1,,House Crakehall,,0,1,1,1,1,,,,,0,1,0,0,0,0.1070234114,1
1543,0,0,0.36,0.64,Lucas Blackwood,,1,Northmen,Northmen,,0,1,1,1,1,,,,,0,0,0,0,0,0.07357859532,0
1544,1,1,0.557,0.443,Lyn Corbray,Ser,1,,House Corbray,,1,1,1,1,1,,,,,0,1,0,0,0,0.09030100334,1
1545,1,1,0.735,0.265,Lynesse Hightower,,1,,House Hightower,Jorah Mormont,0,1,1,1,1,,,,1,1,0,1,1,0,0.1170568562,1
1546,1,1,0.813,0.187,Mace Tyrell,Highgarden,1,Andal,House Tyrell,Alerie Hightower,1,1,1,1,1,,,,1,1,1,1,1,1,0.856187291,1
1547,0,1,0.76,0.24,Mag Mar Tun Doh Weg,,1,,,,0,0,1,1,1,,,,,0,0,0,0,0,0.04013377926,0
1548,0,0,0.06,0.94,Mandon Moore,Ser,1,Valemen,House Moore,,1,1,1,0,0,,,,,0,1,0,0,0,0.1204013378,0
1549,1,0,0.393,0.607,Mago,Bloodrider,0,Dothraki,,,1,0,1,1,1,,,,,0,0,0,0,0,0.03344481605,1
1550,1,0,0.303,0.697,Maron Botley,,1,,House Botley,,0,1,1,0,0,,,,,0,0,0,0,0,0.02006688963,1
1551,0,1,0.573,0.427,Marillion,,1,,,,1,1,1,1,0,,,,,0,0,0,0,0,0.143812709,0
1552,1,0,0.178,0.822,Marya Seaworth,Lady,0,,House Seaworth,Davos Seaworth,0,1,1,1,1,,,,1,1,1,1,1,0,0.0635451505,1
1553,1,1,0.7,0.3,Marwyn,Archmaester,1,,,,1,0,1,1,0,,,,,0,1,0,0,0,0.1605351171,1
1554,0,0,0.142,0.858,Masha Heddle,,0,,,,1,1,0,0,0,,,,,0,0,0,0,0,0.04013377926,0
1555,0,1,0.796,0.204,Matthos Seaworth,,1,,House Seaworth,,0,1,1,1,1,,,,,0,0,0,0,0,0.07692307692,0
1556,1,1,0.713,0.287,Meera Reed,,0,Crannogmen,House Reed,,0,1,1,1,1,,,,,0,0,0,0,0,0.27090301,1
1557,0,1,0.678,0.322,Melara Hetherspoon,,0,,House Hetherspoon,,0,0,0,1,1,,,,,0,0,0,0,0,0.04682274247,0
1558,0,0,0,1,Melissa Blackwood,,0,Northmen,House Blackwood,,0,0,0,0,1,,,,,0,0,0,0,0,0.05016722408,0
1559,1,1,0.884,0.116,Melisandre,,0,Asshai,R'hllor,,0,1,1,1,1,,,,,0,0,0,0,1,0.745819398,1
1560,1,1,0.998,0.002,Merrit,,0,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,0,0,0,0.01003344482,1
1561,1,0,0.45,0.55,Meryn Trant,Ser,1,,House Trant,,1,1,1,1,1,,,,,0,1,0,0,0,0.220735786,1
1562,0,0,0.322,0.678,Merrett Frey,,1,Rivermen,House Frey,Mariya Darry,1,1,1,1,1,,,,1,1,0,0,0,1,0.4347826087,0
1563,0,1,0.959,0.041,Mohor,,1,,House Bracken,,1,0,0,0,0,,,,,0,0,0,0,0,0.01003344482,0
1564,1,1,0.825,0.175,Missandei,,0,Naathi,House Targaryen,,0,0,1,1,1,,,,,0,0,0,0,0,0.1739130435,1
1565,1,1,0.89,0.11,Moon Boy,,1,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,0,0,0,0,0.07692307692,1
1566,1,1,0.627,0.373,Monster,,0,Free Folk,,,0,0,1,1,1,,,,,0,0,0,0,0,0.07692307692,1
1567,1,0,0.461,0.539,Mord,,1,,House Arryn,,1,1,1,1,1,,,,,0,0,0,0,0,0.04682274247,1
1568,1,0,0.426,0.574,Minisa Whent,Riverrun,0,Rivermen,House Whent,Hoster Tully,1,1,1,0,0,,,,0,1,1,0,0,0,0.04347826087,1
1569,0,0,0.281,0.719,Mordane,Septa,0,,House Stark,,1,1,1,0,0,,,,,0,0,0,0,0,0.1036789298,0
1570,1,1,0.984,0.016,Murenmure,Maester,1,,,,0,0,0,1,0,,,,,0,1,0,0,0,0.01003344482,1
1571,1,1,0.988,0.012,Myles,Maester,1,,House Martell,,0,0,0,1,1,,,,,0,1,0,0,0,0.02341137124,1
1572,1,1,0.807,0.193,Mors Martell,Sandship,0,Dornish,House Martell,Nymeria,1,0,0,1,0,,,,1,1,1,0,0,0,0.05351170569,1
1573,1,1,0.761,0.239,Mya Stone,,0,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,0,0,0,0,0.1204013378,1
1574,1,1,0.583,0.417,Myrcella Baratheon,Princess,0,Northmen,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,1,5,1,1,0.5618729097,1
1575,1,1,0.831,0.169,Nestor Royce,Keeper of the Gates of the Moon,1,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,0,0,0,0.08695652174,1
1576,1,1,0.717,0.283,Nute,Lord of Oakenshield,1,Ironborn,House Greyjoy,,0,0,0,1,1,,,,,0,1,0,0,0,0.05016722408,1
1577,1,0,0.406,0.594,Nymeria Sand,,0,Dornishmen,House Martell,,0,0,1,1,1,,,,,0,0,1,1,1,0.3779264214,1
1578,1,1,0.64,0.36,Nymeria,PrincessQueen,0,Rhoynar,House Martell,Mors Martell,1,1,0,1,1,,,,1,1,1,0,0,0,0.1973244147,1
1579,0,0,0.272,0.728,Oberyn Martell,Ser,1,Dornishmen,House Martell,,1,1,1,1,1,,,,,0,1,5,1,1,0.7725752508,0
1580,1,1,0.803,0.197,Obella Sand,,0,Dornishmen,House Martell,,0,0,1,1,1,,,,,0,0,1,1,0,0.1036789298,1
1581,1,1,0.82,0.18,Olenna Redwyne,Highgarden,0,Andal,House Redwyne,Luthor Tyrell,1,1,1,1,1,,,,1,1,1,0,0,0,0.2876254181,1
1582,1,1,0.553,0.447,Mychel Redfort,Ser,1,Valemen,House Redfort,Ysilla Royce,1,1,1,1,1,,,,1,1,1,0,0,0,0.07023411371,1
1583,1,0,0.047,0.953,Orwyle,Grand Maester,1,,,,0,0,0,0,0,,,,,0,1,0,0,0,0.254180602,1
1584,1,1,0.963,0.037,Osha,,1,Free folk,House Stark,,1,1,1,1,1,,,,,0,0,0,0,0,0.2508361204,1
1585,1,1,0.813,0.187,Osfryd Kettleblack,Ser,1,,House Kettleblack,,0,1,1,1,1,,,,,0,1,0,0,0,0.08695652174,1
1586,1,1,0.842,0.158,Osney Kettleblack,Ser,1,,House Kettleblack,,0,1,1,1,1,,,,,0,1,0,0,0,0.1237458194,1
1587,0,0,0.031,0.969,Orys Baratheon,Storm's End,1,,House Baratheon,Argella Durrandon,1,0,0,0,0,,,,1,1,1,5,1,1,0.4882943144,0
1588,1,1,0.707,0.293,Osmund Kettleblack,Ser,1,,House Kettleblack,,0,1,1,1,1,,,,,0,1,0,0,0,0.1705685619,1
1589,1,1,0.634,0.366,Othell Yarwyck,First Builder,1,,House Yarwyck,,1,1,1,1,1,,,,,0,1,0,0,0,0.0635451505,1
1590,0,0,0.102,0.898,Oswell Whent,Ser,1,Rivermen,House Whent,,1,0,1,0,1,,,,,0,1,1,1,0,0.08026755853,0
1591,0,0,0.081,0.919,Otto Hightower,Ser,1,,House Hightower,,0,0,1,0,0,,,,,0,1,0,0,1,0.3712374582,0
1592,1,1,0.829,0.171,Patchface,,1,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,0,0,0,0,0.1070234114,1
1593,1,1,0.751,0.249,Paxter Redwyne,Arbor,1,Andal,House Redwyne,Mina Tyrell,1,1,1,1,1,,,,1,1,1,0,0,1,0.5117056856,1
1594,1,0,0.379,0.621,Pearse Caron,Nightsong,1,,House Caron,,0,0,0,0,0,,,,,0,1,0,0,0,0.01337792642,1
1595,0,0,0.475,0.525,Petyr Frey,,1,Rivermen,House Frey,Mylenda Caron,0,1,1,1,0,,,,1,1,0,0,0,0,0.1772575251,0
1596,1,0,0.304,0.696,Pia,,0,,House Whent,,0,1,1,1,0,,,,,0,0,0,0,0,0.04682274247,1
1597,1,0,0.389,0.611,Podrick Payne,,1,,House Payne,,1,1,1,1,1,,,,,0,0,0,0,0,0.2909698997,1
1598,0,1,0.889,0.111,Preston Greenfield,Ser,1,Westermen,House Greenfield,,1,1,1,1,0,,,,,0,1,0,0,0,0.09364548495,0
1599,0,0,0.3,0.7,Polliver,Castellan of Harrenhal,1,,House Clegane,,0,1,1,1,0,,,,,0,1,0,0,0,0.07692307692,0
1600,1,1,0.708,0.292,Pyat Pree,Warlock,0,,Undying Ones,,0,1,1,1,1,,,,,0,1,0,0,0,0.09698996656,1
1601,1,1,0.73,0.27,Pylos,Maester,1,,,,0,1,1,1,1,,,,,0,1,0,0,0,0.05685618729,1
1602,0,0,0.452,0.548,Pycelle,Grand Maester,1,,House Lannister,,1,1,1,1,1,,,,,0,1,0,0,1,0.6387959866,0
1603,0,1,0.676,0.324,Qhorin Halfhand,,1,,Night's Watch,,1,1,1,1,1,,,,,0,0,0,0,0,0.2107023411,0
1604,0,0,0.148,0.852,Qotho,Bloodrider,1,Dothraki,,,1,0,0,0,0,,,,,0,0,0,0,0,0.0635451505,0
1605,0,0,0.497,0.503,Quentyn Martell,Ser,1,Dornishmen,House Martell,,1,1,1,1,1,,,,,0,1,0,0,1,0.5518394649,0
1606,1,1,0.96,0.04,Ralf Stonehouse,Red Jester,1,Ironborn,House Stonehouse,,0,0,0,1,1,,,,,0,1,0,0,0,0.03344481605,1
1607,1,0,0.36,0.64,Ramsay Snow,Lord of the Hornwood,1,Northmen,House Bolton of the Dreadfort,Donella Hornwood,0,1,1,1,1,,,,0,1,1,1,1,1,0.4615384615,1
1608,1,0,0.405,0.595,Randyll Tarly,Horn Hill,1,Andal,House Tyrell,Melessa Florent,1,1,1,1,1,,,,1,1,1,0,0,1,0.618729097,1
1609,1,0,0.245,0.755,Raymun Fossoway,Ser,1,,House Fossoway of New Barrel,,0,0,0,0,0,,,,,0,1,0,0,0,0.04013377926,1
1610,0,0,0.374,0.626,Raymun Darry,Darry,1,,House Darry,,1,0,1,1,0,,,,,0,1,0,0,0,0.07692307692,0
1611,1,1,0.835,0.165,Ravella Swann,Acorn Hall,0,,House Swann,Theomar Smallwood,0,0,1,1,0,,,,1,1,1,0,0,0,0.0602006689,1
1612,0,1,0.727,0.273,Small Paul,,1,,Night's Watch,,0,0,1,1,1,,,,,0,0,0,0,0,0.02675585284,0
1613,1,0,0.25,0.75,Tristifer Botley,Lordsport,1,Ironborn,House Botley,,0,0,0,1,1,,,,,0,1,0,0,0,0.1204013378,1
1614,0,0,0.158,0.842,Styr,Magnar of Thenn,1,Free Folk,Thenn,,0,0,1,1,1,,,,,0,1,0,0,0,0.1404682274,0
1615,1,0,0.034,0.966,Rat Cook,,1,,Night's Watch,,0,0,1,0,1,,,,,0,0,0,0,0,0.05685618729,1
1616,0,1,0.664,0.336,Prendahl na Ghezn,,1,Ghiscari,Stormcrows,,0,0,1,0,0,,,,,0,0,0,0,0,0.04013377926,0
1617,1,1,0.76,0.24,Ulmer,,1,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,0,0,0,0.05351170569,1
1618,0,0,0.127,0.873,Oznak zo Pahl,,1,Meereen,House of Pahl,,0,0,1,0,1,,,,,0,0,0,0,0,0.05685618729,0
1619,0,0,0.006,0.994,Aegon Blackfyre,,1,Valyrian,House Blackfyre,,0,0,1,0,0,,,,,0,0,2,1,0,0.08361204013,0
1620,0,0,0.041,0.959,Addam Velaryon,Ser,1,Valyrian,House Velaryon,,0,0,0,0,0,,,,,0,1,0,0,0,0.1070234114,0
1621,0,0,0.07,0.93,Aegon V Targaryen,,1,Valyrian,,,0,0,0,0,0,1,0,0,,0,0,7,1,1,0.6956521739,0
1622,0,0,0.004,0.996,Aemon Blackfyre,,1,Valyrian,House Blackfyre,,0,0,1,0,0,,,,,0,0,2,1,0,0.08695652174,0
1623,1,0,0.313,0.687,Aeron Greyjoy,Golden Storm,1,Ironmen,House Greyjoy,,1,1,1,1,1,,,,,0,1,4,1,1,0.4581939799,1
1624,0,1,0.76,0.24,Alfyn,,1,Free Folk,,,0,0,0,0,0,,,,,0,0,0,0,0,0,0
1625,1,1,0.579,0.421,Alannys Harlaw,Iron Islands,0,Ironborn,House Greyjoy,Balon Greyjoy,1,1,0,1,1,,,,0,1,1,0,0,0,0.237458194,1
1626,1,1,0.947,0.053,Alayaya,,0,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,0,0,0,0.07692307692,1
1627,0,0,0.17,0.83,Alyn,,1,,House Stark,,1,1,1,0,1,,,,,0,0,0,0,0,0.07357859532,0
1628,1,0,0.11,0.89,Alliser Thorne,Ser,1,,House Thorne,,1,1,1,1,1,,,,,0,1,0,0,0,0.2307692308,1
1629,0,0,0.09,0.91,Alester Florent,Brightwater,1,,House Florent,Melara Crane,0,1,1,0,1,,,,1,1,1,0,0,0,0.3277591973,0
1630,1,1,0.892,0.108,Alysane Mormont,,0,Northmen,House Mormont,,0,0,0,1,1,,,,,0,0,0,0,0,0.07023411371,1
1631,1,0,0.453,0.547,Alerie Hightower,Highgarden,0,,House Hightower,Mace Tyrell,1,1,1,1,1,,,,1,1,1,0,0,0,0.2274247492,1
1632,1,1,0.666,0.334,Anguy,,1,,Brotherhood without banners,,1,0,1,1,0,,,,,0,0,0,0,0,0.1304347826,1
1633,1,1,0.967,0.033,Andrik,Lord of Southshield,1,Ironborn,House Drumm,,0,1,1,1,1,,,,,0,1,0,0,0,0.04347826087,1
1634,0,0,0.404,0.596,Amory Lorch,Ser,1,,House Lorch,,1,1,1,1,1,,,,,0,1,0,0,0,0.2775919732,0
1635,1,0,0.055,0.945,Archibald Yronwood,Ser,1,,House Yronwood,,0,0,0,0,1,,,,,0,1,0,0,0,0.1404682274,1
1636,0,0,0.201,0.799,Arlan of Pennytree,Ser,1,,,,0,0,0,0,0,,,,,0,1,0,0,0,0.1036789298,0
1637,1,1,0.638,0.362,Areo Hotah,Sunspear,1,Norvos,House Martell,,1,1,1,1,1,,,,,0,1,0,0,0,0.2575250836,1
1638,1,0,0.092,0.908,Arwyn Oakheart,Old Oak,1,,House Oakheart,,1,1,1,1,1,,,,,0,1,0,0,0,0.03678929766,1
1639,0,1,0.946,0.054,Arthur Dayne,Ser,1,Dornishmen,House Dayne,,1,1,1,1,1,,,,,0,1,0,0,0,0.1538461538,0
1640,0,0,0.248,0.752,Arys Oakheart,Ser,1,Reach,House Oakheart,,1,1,1,1,1,,,,,0,1,0,0,1,0.3444816054,0
1641,0,0,0.152,0.848,Ashara Dayne,,0,,House Dayne,,1,1,1,0,1,,,,,0,0,0,0,0,0.09364548495,0
1642,0,1,0.553,0.447,Aron Santagar,Ser,1,Dornish,House Santagar,,1,1,0,1,0,,,,,0,1,0,0,0,0.06688963211,0
1643,1,0,0.365,0.635,Asha Greyjoy,Black Wind,0,Ironborn,House Greyjoy,Erik Ironmaker,1,1,0,1,1,,,,1,1,1,0,0,1,0.7090301003,1
1644,1,1,0.658,0.342,Azor Ahai,,0,Asshai,,Nissa Nissa,0,1,1,1,1,,,,1,1,0,0,0,0,0.1170568562,1
1645,1,1,1,0,Bael the Bard,King-Beyond-the-Wall,1,Free folk,,,0,0,0,0,0,,,,,0,1,0,0,0,0,1
1646,0,1,0.961,0.039,Baelor Blacktyde,Blacktyde,1,Ironborn,House Blacktyde,,0,1,1,1,0,,,,,0,1,0,0,0,0.0602006689,0
1647,0,0,0.357,0.643,Balon Greyjoy,,1,Ironborn,,,0,0,0,0,0,,0,1,,0,0,4,1,1,0.7391304348,0
1648,1,1,0.939,0.061,Ballabar,Maester,1,,House Redwyne,,0,1,1,1,1,,,,,0,1,0,0,0,0.03010033445,1
1649,0,0,0.033,0.967,Baelor I Targaryen,,1,Valyrian,,,0,0,0,0,0,1,0,,,0,0,9,1,1,0.5016722408,0
1650,1,0,0.494,0.506,Balon Swann,Ser,1,Stormlander,House Swann,,1,1,1,1,1,,,,,0,1,0,0,0,0.3110367893,1
1651,0,0,0.001,0.999,Barba Bracken,,0,,House Bracken,,0,0,0,0,1,,,,,0,0,0,0,0,0.05016722408,0
1652,1,1,0.586,0.414,Barristan Selmy,Ser,1,Westeros,House Selmy,,1,1,1,1,1,,,,,0,1,0,0,1,1,1
1653,1,0,0.468,0.532,Barbrey Dustin,Barrowton,0,Northmen,House Ryswell,Willam Dustin,0,0,0,1,1,,,,0,1,1,0,0,0,0.1638795987,1
1654,1,1,0.744,0.256,Bellegere Otherys,,0,Braavosi,,,0,0,0,1,0,,,,,0,0,0,0,0,0.04013377926,1
1655,1,1,0.968,0.032,Beardless Dick,,0,,Brotherhood Without Banners,,0,0,1,1,0,,,,,0,0,0,0,0,0.02006688963,1
1656,1,1,0.875,0.125,Belwas,,1,Meereenese,House Targaryen,,0,1,1,1,1,,,,,0,0,0,0,0,0.143812709,1
1657,1,0,0.062,0.938,Benjen Stark,First Ranger,1,Northmen,House Stark,,1,1,1,1,1,,,,,0,1,5,1,1,0.4013377926,1
1658,0,0,0.263,0.737,Bethany Bracken,,0,,House Bracken,,0,0,0,0,0,,,,,0,0,0,0,0,0.03010033445,0
1659,0,0,0.41,0.59,Beric Dondarrion,Lord of Blackhaven,1,,,,1,1,1,1,1,,,,,0,1,0,0,1,0.4347826087,0
1660,0,0,0.084,0.916,Biter,,1,,Brave Companions,,0,1,1,1,0,,,,,0,0,0,0,0,0.127090301,0
